StdInChIKey,SMILES,LogS,T,Source,Solvent,Solvent_SMILES,Smilesa,REF1,REF2,REF3,REF4,REF5
ZIEWAMOXCOLNSJ-UHFFFAOYSA-N,,-5.03,,ONSchallenge,water,O,ClC(Cl)C(=O)NC1=C(Cl)C(=O)c2c(C1=O)cccc2,http://dx.doi.org/10.1021/ci800406y,,,,
ZISSAWUMDACLOM-UHFFFAOYSA-N,,-4.36,,ONSchallenge,water,O,C(C(C)C)(C)(C)C,http://dx.doi.org/10.1021/ci800406y,,,,
ZJJXGWJIGJFDTL-UHFFFAOYSA-N,,-5.4881,,ONSchallenge,water,O,S(=O)(=O)(NC(=O)NC1CCCCC1)c1ccc(CCNC(=O)c2ncc(C)nc2)cc1,http://dx.doi.org/10.1021/ci800406y,,,,
ZJYJZEAJZXVAMF-UHFFFAOYSA-N,,-3.824,,ONSchallenge,water,O,O=[N+]([O-])c1cc2c(cc1)cccc2,http://dx.doi.org/10.1021/ci800406y,,,,
ZLAQATDNGLKIEV-UHFFFAOYSA-N,,-2.45,,ONSchallenge,water,O,Sc1nc(O)c(C)cn1,http://dx.doi.org/10.1021/ci800406y,,,,
ZMANZCXQSJIPKH-UHFFFAOYSA-N,,-0.14,,ONSchallenge,water,O,N(CC)(CC)CC,http://dx.doi.org/10.1021/ci800406y,,,,
ZMISODWVFHHWNR-UHFFFAOYSA-N,,-1.386,,ONSchallenge,water,O,OC(c1ccccc1)(c1ccccc1)C1CCNCC1,http://dx.doi.org/10.1021/ci800406y,,,,
ZNNLBTZKUZBEKO-UHFFFAOYSA-N,,-5.09,,ONSchallenge,water,O,Clc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)c(OC)cc1,http://dx.doi.org/10.1021/ci800406y,,,,
ZNOLGFHPUIJIMJ-UHFFFAOYSA-N,,-4.14976,,ONSchallenge,water,O,S=P(OC)(OC)Oc1cc(C)c([N+](=O)[O-])cc1,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
ZNSSPLQZSUWFJT-UHFFFAOYSA-N,,-3.813,,ONSchallenge,water,O,O=C(OCCCCC)c1ccc(O)cc1,http://dx.doi.org/10.1021/ci800406y,,,,
ZQUPQXINXTWCQR-UHFFFAOYSA-N,,-7.659992,,ONSchallenge,water,O,Clc1c(Cl)c(Cl)cc(Cl)c1c1cc(Cl)c(Cl)cc1,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
ZRKWMRDKSOPRRS-UHFFFAOYSA-N,,-0.85,,ONSchallenge,water,O,O=NN(C(=O)N)C,http://dx.doi.org/10.1021/ci800406y,,,,
ZRSNZINYAWTAHE-UHFFFAOYSA-N,,-1.49,,ONSchallenge,water,O,O=Cc1ccc(OC)cc1,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
ZRVUJXDFFKFLMG-UHFFFAOYSA-N,,-2.99568,,ONSchallenge,water,O,O=C(Nc1sc(C)cn1)C1=C(c2c(S(=O)(=O)N1C)cccc2)O,http://books.google.com/books?id=tfpQJjWcRs4C,,,,
ZSDSQXJSNMTJDA-UHFFFAOYSA-N,,-5.68,,ONSchallenge,water,O,FC(F)(F)c1cc([N+](=O)[O-])c(N(CCC)CCC)c([N+](=O)[O-])c1,http://dx.doi.org/10.1021/ci800406y,,,,
ZTMKADLOSYKWCA-UHFFFAOYSA-N,,-4.59,,ONSchallenge,water,O,O=c1n(c(=O)c2c([nH]1)CCC2)C1CCCCC1,http://dx.doi.org/10.1021/ci800406y,,,,
ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,,-0.01,,ONSchallenge,water,O,O=CCCC,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
ZWEHNKRNPOVVGH-UHFFFAOYSA-N,,0.52,,ONSchallenge,water,O,O=C(CC)C,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
ZWUAUTPCFIIFAS-UHFFFAOYSA-N,,-3.341,,ONSchallenge,water,O,O=C(N(C(C)C)C(C)C)COC(=O)c1ccccc1,http://dx.doi.org/10.1021/ci800406y,,,,
ZXAGXLDEMUNQSH-UHFFFAOYSA-N,,-6.89,,ONSchallenge,water,O,C(C)c1cc2c(cc3c(c2)cccc3)cc1,http://dx.doi.org/10.1021/ci800406y,,,,
ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,,0.04,,ONSchallenge,water,O,OCC(C)C,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
ZXFXBSWRVIQKOD-UHFFFAOYSA-N,,-6.151085,,ONSchallenge,water,O,ClC1(Cl)C2(Cl)C(=C(Cl)C1(Cl)C1C2C(Cl)C2OC12)Cl,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
ZXQYGBMAQZUVMI-UHFFFAOYSA-N,,-8.179996,,ONSchallenge,water,O,ClC(=CC1C(C)(C)C1C(=O)OC(C#N)c1cc(Oc2ccccc2)ccc1)C(F)(F)F,http://dx.doi.org/10.1021/ci800406y,,,,
ZXVONLUNISGICL-UHFFFAOYSA-N,,-1.46,,ONSchallenge,water,O,O=[N+]([O-])c1c(O)c(C)cc([N+](=O)[O-])c1,http://dx.doi.org/10.1021/ci800406y,,,,
ZYJPUMXJBDHSIF-NSHDSACASA-N,,-2.1549,,ONSchallenge,water,O,O=C(OC(C)(C)C)N[C@H](C(=O)O)Cc1ccccc1,http://onschallenge.wikispaces.com/Exp194,,,,
ZZLCFHIKESPLTH-UHFFFAOYSA-N,,-4.62,,ONSchallenge,water,O,Cc1ccc(c2ccccc2)cc1,http://dx.doi.org/10.1021/ci800406y,,,,
ZZORFUFYDOWNEF-UHFFFAOYSA-N,,-2.96,,ONSchallenge,water,O,S(=O)(=O)(Nc1nc(OC)nc(OC)c1)c1ccc(N)cc1,http://dx.doi.org/10.1021/ci800406y,,,,
ZZUFCTLCJUWOSV-UHFFFAOYSA-N,,-3.80528,,ONSchallenge,water,O,Clc1c(S(=O)(=O)N)cc(C(=O)O)c(NCc2occc2)c1,,,,,
AADVZSXPNRLYLV-XRXNUMIJSA-N,c1ccc2c(c1)c1CCN3C[C@@H]4CC[C@@H]([C@@H]([C@H]4C[C@H]3c1[nH]2)C(=O)O)O,-2.122892155,16.5,Reaxys,ethanol,CCO,,,,,,
ABFDTYJJUSUWRB-UHFFFAOYSA-N,CN(C)c1ccc(cc1)N=C=Nc1ccc(cc1)N(C)C,-1.772342835,21.0,Reaxys,ethanol,CCO,,,,,,
ACGUYXCXAPNIKK-UHFFFAOYSA-N,C(c1c(c(cc(c1O)Cl)Cl)Cl)c1c(c(cc(c1O)Cl)Cl)Cl,0.089474843,20.0,Reaxys,ethanol,CCO,,,,,,
ACMLKANOGIVEPB-UHFFFAOYSA-N,c1ccc2c(c1)cc(C(=O)O)c(=O)o2,-2.823897322,20.0,Reaxys,ethanol,CCO,,,,,,
AECGEIVNZGQBJT-UHFFFAOYSA-N,c1ccc(cc1)C(c1ccccc1)(c1ccccc1)SCCC(=O)O,-2.110796646,20.0,Reaxys,ethanol,CCO,,,,,,
AFHJQYHRLPMKHU-GIWDNFATSA-N,c1cc2C(c3cc(cc(c3C(=O)c2c(c1)O)O)CO)C1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O,-1.445595972,18.0,Reaxys,ethanol,CCO,,,,,,
AFPHTEQTJZKQAQ-UHFFFAOYSA-N,c1cc(cc(c1)[N+](=O)[O-])C(=O)O,0.408412743,25.0,Reaxys,ethanol,CCO,,,,,,
AGPKZVBTJJNPAG-UHFFFAOYSA-N,CCC(C)C(C(=O)O)N,-2.493568977,25.0,Reaxys,ethanol,CCO,,,,,,
AGUIVNYEYSCPNI-UHFFFAOYSA-N,CN(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],-1.83088487,18.0,Reaxys,ethanol,CCO,,,,,,
AHAMSJOYQAFMCP-UHFFFAOYSA-N,C[n+]1ccc2cc(c(cc2c1Cc1ccc(c(c1)OC)OC)OC)[O-],-1.416756969,20.0,Reaxys,ethanol,CCO,,,,,,
AIWAFUBJIYAIGI-UHFFFAOYSA-N,CCCC(=O)NCCNC(=O)CCC,-0.164919184,25.0,Reaxys,ethanol,CCO,,,,,,
ALUFYZNLZVVCAA-UHFFFAOYSA-N,C=C(C)C1CC(=O)C(C)C(=O)C1,-0.277683685,18.0,Reaxys,ethanol,CCO,,,,,,
ANADDXJINIYFJZ-UHFFFAOYSA-N,c1cc(ccc1N)S(=O)(=O)NC(CO)(CO)CO,-1.482794438,20.0,Reaxys,ethanol,CCO,,,,,,
ANNNHXBSGYPBEY-UHFFFAOYSA-N,COc1ccc(c(c1)OC)N=Cc1ccc(cc1)c1ccccc1,-2.06048026,22.0,Reaxys,ethanol,CCO,,,,,,
AOZXETLGPZAZNK-UHFFFAOYSA-N,CCOc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],-1.290243154,15.0,Reaxys,ethanol,CCO,,,,,,
APZGKGHAXUURNO-UHFFFAOYSA-N,CC12SC3(C)SC(C)(S1)SC(C)(S2)S3,-0.711484813,20.0,Reaxys,ethanol,CCO,,,,,,
ASWVTGNCAZCNNR-UHFFFAOYSA-N,Cc1cc(C)nc(n1)NS(=O)(=O)c1ccc(cc1)N,-3.681525248,24.99,Reaxys,ethanol,CCO,,,,,,
AXTHVITXCLTTHB-UHFFFAOYSA-N,c1c(cc(c(c1Cl)OP(=O)(O)Oc1c(cc(cc1Cl)Cl)Cl)Cl)Cl,-0.634478221,25.0,Reaxys,ethanol,CCO,,,,,,
AYFVYJQAPQTCCC-GBXIJSLDSA-N,C[C@H]([C@@H](C(=O)O)N)O,-2.230886645,25.0,Reaxys,ethanol,CCO,,,,,,
AZQWKYJCGOJGHM-UHFFFAOYSA-N,C1=CC(=O)C=CC1=O,-0.528663663,18.0,Reaxys,ethanol,CCO,,,,,,
BAQAVOSOZGMPRM-QBMZZYIRSA-N,C([C@@H]1[C@H]([C@@H]([C@@](CCl)(O1)O[C@@H]1[C@@H]([C@H]([C@H]([C@@H](CO)O1)Cl)O)O)O)O)Cl,-0.610212632,24.99,Reaxys,ethanol,CCO,,,,,,
BBNYCLAREVXOSG-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)OC(CO)CO,-3.855481051,25.0,Reaxys,ethanol,CCO,,,,,,
BBQDLDVSEDAYAA-AATRIKPKSA-N,c1ccc(c(c1)/C=C/C(=O)O)[N+](=O)[O-],-1.969944603,25.0,Reaxys,ethanol,CCO,,,,,,
BBUVDDPUURMFOX-SAABIXHNSA-N,C[C@H]1CC[C@@H](CC1)n1c2cnccc2c2cnc(Nc3ccc4CN(CCc4n3)C(=O)CO)nc12,-2.673538801,20.0,Reaxys,ethanol,CCO,,,,,,
BDDYZHKLKHFEBJ-UHFFFAOYSA-N,c1ccc(cc1)C(=O)OCOC(=O)c1ccccc1,-1.113495321,24.0,Reaxys,ethanol,CCO,,,,,,
BDJRBEYXGGNYIS-UHFFFAOYSA-N,C(CCCC(=O)O)CCCC(=O)O,-0.032780167,23.1,Reaxys,ethanol,CCO,,,,,,
BDZVJQHQHIFHSH-UHFFFAOYSA-N,COc1ccc(cc1)C(c1ccccc1)(C(c1ccccc1)(c1ccc(cc1)OC)O)O,-2.851780004,25.0,Reaxys,ethanol,CCO,,,,,,
BEKZHETVNVFYCV-UHFFFAOYSA-N,c1cc2cc(cc(c2c(c1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],-2.757471948,23.0,Reaxys,ethanol,CCO,,,,,,
BEQVQKJCLJBTKZ-UHFFFAOYSA-N,c1ccc(cc1)P(=O)(c1ccccc1)O,-0.817557062,24.91,Reaxys,ethanol,CCO,,,,,,
BGJVYSMLCJNCJV-UHFFFAOYSA-N,CCC(C)(CC)OC(=O)NC(=O)N,-1.325291914,18.0,Reaxys,ethanol,CCO,,,,,,
BHXIVVULYOMXPF-UHFFFAOYSA-N,CCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,-3.14716535,20.0,Reaxys,ethanol,CCO,,,,,,
BMDXUEGXLYOKJV-UHFFFAOYSA-N,Cc1cc(C)c(c(C)c1)C(=O)C(C(c1ccccc1)c1ccccc1)Br,-2.279553947,25.0,Reaxys,ethanol,CCO,,,,,,
BMRYPQYWSJESHA-UHFFFAOYSA-N,C(C(=O)NCC(=O)O)NC(=O)N,-2.940199207,25.0,Reaxys,ethanol,CCO,,,,,,
BOFXVYGDIRCHEQ-FPYZNPETSA-N,CO[C@@H]1[C@@H]([C@H]([C@H]([C@@H](C(=O)O)O1)O)O)O,-0.36417146,20.0,Reaxys,ethanol,CCO,,,,,,
BOJSVPWDUXGPEE-YXJPLFFZSA-N,CC(=Cc1ccco1)C=NNC(=O)N,-2.071174513,22.0,Reaxys,ethanol,CCO,,,,,,
BOOLNDQTRIDYQF-UHFFFAOYSA-N,c1ccc(cc1)OC(=O)NC(=O)N,-1.674740629,20.0,Reaxys,ethanol,CCO,,,,,,
BOSMZFBHAYFUBJ-UHFFFAOYSA-N,Cc1ccc(cc1)OP(=O)(Oc1ccc(C)cc1)Oc1ccc(C)cc1,-0.715024726,25.0,Reaxys,ethanol,CCO,,,,,,
BOTZEHKIPCIHDX-UHFFFAOYSA-N,COc1ccc(cc1)c1cc(c2ccc(c(c2)OC)O)c(C#N)c(=O)[nH]1,-1.927672678,24.99,Reaxys,ethanol,CCO,,,,,,
BQNWWHFSEXYHKU-UHFFFAOYSA-N,C(CCC(=O)O)CCNC(=O)N,-2.121462376,25.0,Reaxys,ethanol,CCO,,,,,,
BQSJTQLCZDPROO-UHFFFAOYSA-N,CC(C)COc1ccc(cc1C#N)c1nc(C)c(C(=O)O)s1,-1.519664904,24.99,Reaxys,ethanol,CCO,,,,,,
BRVGOAJFDSDGKU-UHFFFAOYSA-N,c1ccc(cc1)COc1ccc(cc1)c1cc(COC(=O)N)on1,-2.334903897,20.0,Reaxys,ethanol,CCO,,,,,,
BSBOERCAIOUPOJ-UHFFFAOYSA-N,Cc1ccc(cc1)OC(=O)NC(=O)N,-1.84106883,18.0,Reaxys,ethanol,CCO,,,,,,
BXRFQSNOROATLV-UHFFFAOYSA-N,c1cc(ccc1C=O)[N+](=O)[O-],-0.42481882,26.0,Reaxys,ethanol,CCO,,,,,,
BZKPWHYZMXOIDC-UHFFFAOYSA-N,CC(=O)Nc1nnc(s1)S(=O)(=O)N,-1.752447265,25.0,Reaxys,ethanol,CCO,,,,,,
CAKGAFQQGMIOJG-UHFFFAOYSA-N,CC(C)C1CCC(C)C(C1)OC(=O)NC(=O)N,-2.026450829,17.0,Reaxys,ethanol,CCO,,,,,,
CCORPVHYPHHRKB-NXUCFJMCSA-N,CCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@H]23)C1,-2.044075036,20.0,Reaxys,ethanol,CCO,,,,,,
CDZFBBLHHNZLCF-CSOYKPOESA-N,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=NNC(=O)N)[C@@]4(C)CC[C@H]23)C1,-2.287266367,20.0,Reaxys,ethanol,CCO,,,,,,
CFBBKHROQRFCNZ-UHFFFAOYSA-N,c1ccc(cc1)C(=O)C(c1ccccc1)(c1ccccc1)c1ccccc1,-2.500740305,19.0,Reaxys,ethanol,CCO,,,,,,
CFKGXXNWAGBBFU-UHFFFAOYSA-N,CCOC(=O)c1c(C)oc2cc3c(cc12)oc(C)c3C(=O)OCC,-3.823909179,20.0,Reaxys,ethanol,CCO,,,,,,
CFWGPCJQHBUSSK-UHFFFAOYSA-N,COc1cc(ccc1O)c1cc(c2ccc(cc2)F)[nH]c(=O)c1C#N,-1.884503851,24.99,Reaxys,ethanol,CCO,,,,,,
CIWBSHSKHKDKBQ-JLAZNSOCSA-N,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,-1.190535841,24.99,Reaxys,ethanol,CCO,,,,,,
CJGPZIZFKYDOBC-SFTDATJTSA-N,CCCCCCCC[C@H]([C@@H](CCCCCCCCCCCC(=O)O)[N+](=O)[O-])O,-0.338961823,18.0,Reaxys,ethanol,CCO,,,,,,
CJTCFFRJBBMUBJ-UHFFFAOYSA-N,CCCOC(=O)NC(=O)N,-1.28972567,17.0,Reaxys,ethanol,CCO,,,,,,
CKAPSXZOOQJIBF-UHFFFAOYSA-N,c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl,-3.627094614,25.0,Reaxys,ethanol,CCO,,,,,,
CKDZWMVGDHGMFR-GTPODGLVSA-N,CCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@H]23)C1,-2.057621417,20.0,Reaxys,ethanol,CCO,,,,,,
CKEVMZSLVHLLBF-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)OCc1ccccc1,-1.124014873,16.0,Reaxys,ethanol,CCO,,,,,,
CMWTZPSULFXXJA-VIFPVBQESA-N,C[C@@H](c1ccc2cc(ccc2c1)OC)C(=O)O,-0.270813985,25.0,Reaxys,ethanol,CCO,,,,,,
CNQITZURXNIVBU-UHFFFAOYSA-N,CCCCS(=O)(=O)NNC(=O)C(c1ccccc1)(c1ccccc1)O,-0.298151846,21.0,Reaxys,ethanol,CCO,,,,,,
COLNVLDHVKWLRT-UHFFFAOYSA-N,c1ccc(cc1)CC(C(=O)O)N,-2.579499754,25.0,Reaxys,ethanol,CCO,,,,,,
CPYIRRUXUIUUPR-UHFFFAOYSA-N,c1cc2c(cc1COC(=O)NC(=O)N)OCO2,-2.557397822,16.5,Reaxys,ethanol,CCO,,,,,,
CRPHWKXKBBBHLU-AIECOIEWSA-N,C(C1C(C2C(O1)OC(C(Cl)(Cl)Cl)O2)O)O,-0.456474038,20.0,Reaxys,ethanol,CCO,,,,,,
CUCUKLJLRRAKFN-KKIBXBACSA-N,Cc1c(c(C(=O)C)c2c(c1O)[C@@]1(C)C(=CC(=O)C(C(=O)C)C1=O)O2)O,-3.042182953,24.99,Reaxys,ethanol,CCO,,,,,,
CVHZOJJKTDOEJC-UHFFFAOYSA-N,c1ccc2c(c1)C(=O)NS2(=O)=O,-1.064624923,22.5,Reaxys,ethanol,CCO,,,,,,
CVPXQMUHAZMTEO-UHFFFAOYSA-N,CC1=C(CCC1(C)C)C(=O)O,0.134109574,15.0,Reaxys,ethanol,CCO,,,,,,
CWRYPZZKDGJXCA-UHFFFAOYSA-N,c1cc2cccc3CCc(c1)c23,-1.971432302,25.0,Reaxys,ethanol,CCO,,,,,,
CXMXRPHRNRROMY-UHFFFAOYSA-N,C(CCCCC(=O)O)CCCC(=O)O,-0.482479538,24.99,Reaxys,ethanol,CCO,,,,,,
CYRRHDGXDUVPMO-ZASXJUAOSA-N,C=C[C@@H]1[C@@H]2CCNC(=O)C2=CO[C@H]1O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O,-1.403012021,20.0,Reaxys,ethanol,CCO,,,,,,
CZGCEKJOLUNIFY-UHFFFAOYSA-N,c1cc(ccc1Cl)[N+](=O)[O-],-0.360673591,17.0,Reaxys,ethanol,CCO,,,,,,
DBJHCHBDQALOAS-XWIAVFTESA-N,c1cc2c(c3CN[C@H]4c5cc6c(cc5C[C@H]([C@H]4c13)O)OCO6)OCO2,-1.823075118,21.5,Reaxys,ethanol,CCO,,,,,,
DBPYGJOORSXBMI-UHFFFAOYSA-N,c1ccc2c(c1)cccc2OP(=O)(Oc1cccc2ccccc12)Oc1cccc2ccccc12,-2.678033738,25.0,Reaxys,ethanol,CCO,,,,,,
DCAYPVUWAIABOU-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC,-0.123006146,25.05,Reaxys,ethanol,CCO,,,,,,
DDGUCOCCCYXUCX-MZCGDCDISA-N,C(=C\c1ccco1)/C=N/NC(=O)N,-1.483907359,22.0,Reaxys,ethanol,CCO,,,,,,
DDPOPNULNSDSKL-UHFFFAOYSA-N,CCC(=O)NNC(=O)CC,0.15053329,20.0,Reaxys,ethanol,CCO,,,,,,
DEPKBIFUJLGOBH-UHFFFAOYSA-N,c1ccc(cc1)c1cccc(c1)N=Cc1ccc(cc1)[N+](=O)[O-],-1.917214297,22.0,Reaxys,ethanol,CCO,,,,,,
DFPAKSUCGFBDDF-UHFFFAOYSA-N,c1cc(cnc1)C(=O)N,-0.096910013,24.99,Reaxys,ethanol,CCO,,,,,,
DFQHFXCKNSCDFW-UHFFFAOYSA-N,c1cc(ccc1Cl)OP(=O)(Oc1ccc(cc1)Cl)Oc1ccc(cc1)Cl,-1.854937284,25.0,Reaxys,ethanol,CCO,,,,,,
DHNCWGKMISNJQG-UHFFFAOYSA-N,CN(C(=O)C(=O)N(C)[N+](=O)[O-])[N+](=O)[O-],-1.547635776,20.0,Reaxys,ethanol,CCO,,,,,,
DIKMWTRJIZQJMY-CYFREDJKSA-N,C=CC(C)(C)c1c(C[C@H]2C(=O)N[C@@H](C)C(=O)N2)c2cc(CC=C(C)C)cc(CC=C(C)C)c2[nH]1,-2.710068449,23.0,Reaxys,ethanol,CCO,,,,,,
DIWPMFYAXKQRRI-JXAWBTAJSA-N,CCOC(=O)C(C)SC1=N/C(=C\c2ccccc2)/C(=O)N1c1ccccc1,-1.756386539,20.0,Reaxys,ethanol,CCO,,,,,,
DKMZFFROTLTIPQ-UHFFFAOYSA-N,c1ccc(cc1)N(c1ccccc1)C(=O)N1CCCCC1,-0.814263086,20.0,Reaxys,ethanol,CCO,,,,,,
DKYWVDODHFEZIM-UHFFFAOYSA-N,CC(c1cccc(c1)C(=O)c1ccccc1)C(=O)O,0.557583436,25.0,Reaxys,ethanol,CCO,,,,,,
DNDPLEAVNVOOQZ-UHFFFAOYSA-N,c1(c(c(Cl)nc(c1Cl)Cl)Cl)Cl,-1.857437968,24.0,Reaxys,ethanol,CCO,,,,,,
DPJCXCZTLWNFOH-UHFFFAOYSA-N,c1ccc(c(c1)N)[N+](=O)[O-],0.202103636,25.0,Reaxys,ethanol,CCO,,,,,,
DPZFRJOHZAISME-UHFFFAOYSA-N,CC1CCC(CC1)C(C)(C)OC(=O)NC(=O)N,-2.129113171,17.0,Reaxys,ethanol,CCO,,,,,,
DPZSNGJNFHWQDC-ARJAWSKDSA-N,C(#N)/C(=C(\C#N)/N)/N,-0.477535246,25.0,Reaxys,ethanol,CCO,,,,,,
DQQLZADYSWBCOX-UHFFFAOYSA-N,C(C1C(=O)NC(=O)N1)C(=O)O,-1.850860257,25.0,Reaxys,ethanol,CCO,,,,,,
DRAKXEGHHALOHS-UHFFFAOYSA-N,CCCCCCCCCCOC(=O)NC(=O)N,-2.542885865,20.7,Reaxys,ethanol,CCO,,,,,,
DRGIJTNVBHIOFB-UHFFFAOYSA-N,c1ccc(cc1)c1cccc(c1[N+](=O)[O-])O,-0.156767152,25.0,Reaxys,ethanol,CCO,,,,,,
DSSYKIVIOFKYAU-XCBNKYQSSA-N,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,0.972403313,25.0,Reaxys,ethanol,CCO,,,,,,
DTVXJINHUJSUDF-KTKRTIGZSA-N,CCN(CC)CCOC(=O)c1ccc(cc1)NC(=O)/C=C\C(=O)O,-3.31785744,15.0,Reaxys,ethanol,CCO,,,,,,
DTWMUZVZPXOTII-UHFFFAOYSA-N,Cc1cc(C)c(c(c1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],-1.301321832,20.0,Reaxys,ethanol,CCO,,,,,,
DWTSYTGLYWRMAZ-LXGJOWSGSA-N,C=C(C)C1C/C(=N/Nc2ccccc2)/C(=C(C1)/N=N/c1ccccc1)C,-1.510299339,18.0,Reaxys,ethanol,CCO,,,,,,
DYIOSHGVFJTOAR-JGWLITMVSA-N,C([C@H]([C@H]([C@@H]([C@H](CS)O)O)O)O)O,-1.066742368,20.0,Reaxys,ethanol,CCO,,,,,,
DZQISOJKASMITI-UHFFFAOYSA-N,CCCCCCCCCCP(=O)(O)O,-0.522888515,20.0,Reaxys,ethanol,CCO,,,,,,
FATBKZJZAHWCSL-UHFFFAOYSA-N,c1c(c(Cl)nc(c1Cl)Cl)Cl,-0.433878987,24.8,Reaxys,ethanol,CCO,,,,,,
FBFHQXIENYXRKB-UHFFFAOYSA-N,c1ccc(cc1)/N=N/c1ccc(cc1)Oc1nc(Cl)nc(Cl)n1,-2.31657923,25.0,Reaxys,ethanol,CCO,,,,,,
FBMORZZOJSDNRQ-GLQYFDAESA-N,C=C1CCC[C@]2(C)C[C@]3(C(=C(C)C(=O)O3)C[C@@H]12)O,-0.858778798,25.04,Reaxys,ethanol,CCO,,,,,,
FBPFZTCFMRRESA-KVTDHHQDSA-N,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,-2.886123037,25.0,Reaxys,ethanol,CCO,,,,,,
FDBNCQRSJCGNHW-UHFFFAOYSA-N,c1ccc(cc1)COC(=O)NCCCCCC(=O)NCCCCCC(=O)NCCCCCC(=O)O,-1.753001822,20.0,Reaxys,ethanol,CCO,,,,,,
FDDJKDJSDPCMJE-UHFFFAOYSA-N,Cc1cc(ccc1OCC(=O)Nc1ccccc1)Cl,-1.399099211,25.0,Reaxys,ethanol,CCO,,,,,,
FEWJPZIEWOKRBE-JCYAYHJZSA-N,[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,0.161805214,25.0,Reaxys,ethanol,CCO,,,,,,
FFDGPVCHZBVARC-UHFFFAOYSA-N,CN(C)CC(=O)O,0.090993157,25.0,Reaxys,ethanol,CCO,,,,,,
FFGPTBGBLSHEPO-UHFFFAOYSA-N,c1ccc2c(c1)C=Cc1ccccc1N2C(=O)N,-1.101572489,25.0,Reaxys,ethanol,CCO,,,,,,
FGHCYIPZQUMLRQ-UHFFFAOYSA-N,C1=C(C(=O)C(=CC1=O)Br)Br,-1.248609112,20.0,Reaxys,ethanol,CCO,,,,,,
FHHCKYIBYRNHOZ-UHFFFAOYSA-N,c1ccc(cc1)c1c[nH]c(c2ccccc2)n1,-0.241601153,25.0,Reaxys,ethanol,CCO,,,,,,
FIQMHBFVRAXMOP-UHFFFAOYSA-N,c1ccc(cc1)P(=O)(c1ccccc1)c1ccccc1,0.265996328,26.0,Reaxys,ethanol,CCO,,,,,,
FMXDVBRYDYFVGS-UHFFFAOYSA-N,COc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],-1.11385346,15.0,Reaxys,ethanol,CCO,,,,,,
FOGXJPFPZOHSQS-AYVLZSQQSA-N,CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](C[C@]12C)O)C(=O)COC(=O)CC,0.072203685,25.0,Reaxys,ethanol,CCO,,,,,,
FPBODWXATDKICU-FLFWOSPYSA-N,CCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@H]23)C1,-2.208446731,20.0,Reaxys,ethanol,CCO,,,,,,
FPWNLURCHDRMHC-UHFFFAOYSA-N,c1ccc(cc1)c1ccc(cc1)Cl,-0.250254149,25.0,Reaxys,ethanol,CCO,,,,,,
